"Name","Marke","Kollektion","Zielgruppe","Oberkategorie","Typ","Stoffart","Größe","Format","Status","Link","Bild","Notizen","Modelskizze"
"Skipper Dress and Bodysuit","Gertie Patreon","Camp Gertie 2021","Damen","Einteiler","Overall","Jersey","2–20 / 18–34 (A–H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/skipper-dress-and-bodysuit/","https://charmpatterns.com/wp-content/uploads/2025/01/Skipper-Composite-Merged-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/SkipperDress_Skizze.jpg"
"Slip, Camisole & Tap Pants","Gertie Patreon","Hollywood Icons 2025","Damen","Lingerie","Unterwäsche","Sonstiges","2–20 (A-H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/foundations-slip-tap-pants/","https://enibas-gh.github.io/Schnittmuster/bilder/SlipandTapPants.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/Slip-and-Tap-Pants-Line-Art-1024x401.png"
"Society Dress","Gertie Patreon","Society of Charm 2023","Damen","Kleid","Kleid","Jersey","2–20 / 18–34 (A–H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/society-dress/","https://charmpatterns.com/wp-content/uploads/2025/01/20230214_CharmRiverHouseShoot_047-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/Society-Dress-line-art-1024x697.png"
"Sophia Dress","Gertie Patreon","Society of Charm 2023","Damen","Kleid","Kleid","Jersey","2–20 / 18–34 (A–H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/sophia-dress/","https://charmpatterns.com/wp-content/uploads/2025/01/11_SOPHIA_DRESS_BLACK_DUO_1014-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/Sophia-line-art-1024x531.png"
"Souvenir Top","Gertie Patreon","Charm School 2024","Damen","Oberteil","Top","Webware","2–20 / 18–34 (A–H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/souvenir-top/","https://charmpatterns.com/wp-content/uploads/2025/01/HR_DSC_0466-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/SouvenirTop_Skizze.jpg"
"Turner Cardigan","Gertie Patreon","Society of Charm 2023","Damen","Oberteil","Weste","Strick","2–20 / 18–34 (A–H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/turner-cardigan/","https://charmpatterns.com/wp-content/uploads/2025/01/09_Turner-Cardigan_758-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/TurnerCardigan_Skizze.jpg"
"Vargas Panties","Gertie Patreon","Society of Charm 2023","Damen","Lingerie","Slip","Spitze","2–20 / 18–34","PDF","Vorhanden","https://charmpatterns.com/shop/vargas-panties/","https://enibas-gh.github.io/Schnittmuster/bilder/Vargas-Panties.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/VargasPanties_Skizze.jpg"
"Varsity Gym Shorts","Gertie Patreon","Charm School 2024","Damen","Unterteil","Shorts","Jersey","2–20 / 18–34","PDF","Vorhanden","https://charmpatterns.com/shop/varsity-gym-shorts/","https://charmpatterns.com/wp-content/uploads/2025/01/HR_DSC_9803-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/VarsityGymShorts_Skizze.jpg"
"Varsity Sweatshirt","Gertie Patreon","Charm School 2024","Damen","Oberteil","Sweatshirt","Jersey","2–20 / 18–34 (A–H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/varsity-sweatshirt/","https://charmpatterns.com/wp-content/uploads/2025/01/HR_DSC_9702-Closeup-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/VarsitySweatshirt_Skizze.png"
"Waspie Corset Belt","Gertie Patreon","Camp Gertie 2021","Damen","Accessoires","Gürtel","Webware","2–20 / 18–34","PDF","Vorhanden","https://charmpatterns.com/shop/waspie-corset-belt/","https://enibas-gh.github.io/Schnittmuster/bilder/WaspieCorsetBelt.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/WaspieCorsetBelt_Skizze.jpg"
"Valedictorian Bow Tie and Suspenders","Gertie Patreon","Charm School 2024","Unisex","Accessoires","Gürtel","Webware","One Size","PDF","Vorhanden","https://charmpatterns.com/shop/valedictorian-bow-tie-and-suspenders/","https://charmpatterns.com/wp-content/uploads/2025/01/HR_DSC_1415-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/ValedictorianBowTieAndSuspenders_Skizze.png"
"Wanda Pencil Skirt","Gertie Patreon","Charm Artist Collective 2022","Damen","Unterteil","Rock","Webware","2–20 / 18–34","PDF","Vorhanden","https://charmpatterns.com/shop/wanda-pencil-skirt/","https://enibas-gh.github.io/Schnittmuster/bilder/Wanda-pencil-skirt.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/Wanda-pencil-skirt_skizze.jpg"
"Sabrina Dress","Gertie Patreon","Hollywood Icons 2025","Damen","Kleid","Kleid","Webware","2–20 / 18–34 (A–H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/sabrina-dress-and-skirt/","https://charmpatterns.com/wp-content/uploads/2025/01/HR_DSC_0182-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/Sabrina-Line-Art-1-3-1024x470.png"
"Starlet Gown","Gertie Patreon","Society of Charm 2023","Damen","Kleid","Kleid","Jersey","2–20 / 18–34 (A–H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/starlet-gown/","https://charmpatterns.com/wp-content/uploads/2025/01/06_Velvet-Daphne-Gown-Duo_035-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/starlet_d002-1024x473.png"
"Study Hall Dress","Gertie Patreon","Charm School 2024","Damen","Kleid","Kleid","Webware","2–20 / 18–34 (A-H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/study-hall-dress/","https://enibas-gh.github.io/Schnittmuster/bilder/Study_Hall_Dress.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/study_hall-March-d001-1024x528.png"
"Summer Vacation Pants","Gertie Patreon","Charm School 2024","Damen","Unterteil","Hose","Webware","2–20 / 18–34","PDF","Vorhanden","https://charmpatterns.com/shop/summer-vacation-pants-and-shorts/","https://charmpatterns.com/wp-content/uploads/2025/01/HR_DSC_0361-247x296.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/SummerVacationPants_Skizze.jpg"
"Sweetheart Slip","Gertie Patreon","Classic Charm 2020","Damen","Lingerie","Unterwäsche","Sonstiges","2–20","PDF","Vorhanden","https://charmpatterns.com/shop/sweetheart-slip/","https://enibas-gh.github.io/Schnittmuster/bilder/Sweetheart-Slip.jpg","",""
"Swing Coat","Gertie Patreon","Classic Charm 2020","Damen","Oberteil","Mantel","Jacken-/Mantelstoffe","2–20 (A-H Cup)","PDF","Vorhanden","https://charmpatterns.com/shop/swing-coat-and-jacket/","https://enibas-gh.github.io/Schnittmuster/bilder/SwingCoat.jpg","","https://enibas-gh.github.io/Schnittmuster/modelskizzen/Swing-Coat-line-art-1024x717.png"
